# fmn API schema — the AUTHORED layer (fm-vn6, plan §16.2 / §16.1)
#
# API_SCHEMA.tsv is extracted from the pinned Reference and regenerated by
# scripts/gen_api_schema.py; this file is its human-maintained companion and
# is EDITED BY HAND. Keeping them apart is the point: regenerating the
# bootstrap must never silently discard a ruling, and authoring a ruling must
# never require re-deriving 2276 rows of Reference surface.
#
# The effective schema is the two merged. fmn_conformance::schema is the
# reader; every generator consumes the merged form, so a row added here
# changes generated code and fails the drift gate until the code is
# regenerated. That is the mechanism behind "drift between the front doors is
# a build error" (§16.2).
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON dependency
# anywhere in the reader (the SUITE.lock doctrine).

[meta]
overlay_version	1
ledger_reviewed_digest	44dff7ad5943d2a58121c5e6d755142996e7e23052a9c2da8cc04add8659a7fc

# ---------------------------------------------------------------------------
# [canonical] — Appendix C ruling C-9: public-surface typos.
#
# "canonical names in the schema; exact-name aliases in fmn-python". The Rust
# front door and the docs use the canonical name and ONLY the canonical name;
# fmn-python binds BOTH, so a source-unedited manim scene calling
# `mob.add_event_listner(...)` keeps working while new code reads correctly.
# The alias is never deprecated away: it is the Reference's public surface and
# the product contract is API compatibility (AGENTS.md "Backwards
# Compatibility" names the manim surface as a standing exception to the
# no-shims rule).
#
# The plan's C-9 row names three examples. The extracted schema shows the real
# extent is 26 symbols and 2 parameters — `listner` is systematic across the
# whole event surface, not a one-off. Every one is listed; the count is the
# point, since a partial rename would be worse than none.
#
# reference_symbol	canonical_name	ruling	note
[canonical]
manimlib.event_handler.event_dispatcher:EventDispatcher.add_listner	add_listener	C-9	-
manimlib.mobject.mobject:Mobject.is_fixed_in_frame	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	reads the typed uniform as a bool
manimlib.mobject.mobject:Mobject.is_off_screen	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	uses strict whole-box comparisons against the authoritative frame radii
manimlib.mobject.mobject:Mobject.is_point_touching	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	wraps one point into the inclusive vectorized bounding-box query and returns its NumPy boolean
manimlib.mobject.mobject:Mobject.is_touching	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	uses the exact buffered axis-separation rule including tangent boxes
manimlib.mobject.mobject:Mobject.length_over_dim	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	absorbs the diagonal corner delta over the requested dimension
manimlib.mobject.mobject:Mobject.lock_data	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	records locked lanes only when no updaters are registered
manimlib.mobject.mobject:Mobject.lock_matching_data	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	locks value-matching lanes matching uniforms and marks constant lanes across the zipped families
manimlib.mobject.mobject:Mobject.lock_uniforms	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	records the locked keys only when no updaters are registered
manimlib.mobject.mobject:Mobject.looks_identical	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	compares point-carrying families member-wise over dtype data keys and uniforms
manimlib.mobject.mobject:Mobject.match_color	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	copies the source color through live style reads and writes without changing opacity or shading
manimlib.mobject.mobject:Mobject.match_coord	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	aligns the directed edge to the donor or point coordinate by dimension
manimlib.mobject.mobject:Mobject.match_depth	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	match_dim_size alias for the depth dimension
manimlib.mobject.mobject:Mobject.match_dim_size	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the donor extent along the requested dimension
manimlib.mobject.mobject:Mobject.match_height	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	match_dim_size alias for the height dimension
manimlib.mobject.mobject:Mobject.match_points	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	adopts the donor's exact record layout
manimlib.mobject.mobject:Mobject.match_style	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	copies color opacity and shading through the engine-backed base Mobject style surface
manimlib.mobject.mobject:Mobject.match_updaters	improved	BN-07	crates/fmn-python/tests/bridge.py	copies the source list without aliasing and precisely refuses non-Mobject sources
manimlib.mobject.mobject:Mobject.match_width	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	match_dim_size alias for the width dimension
manimlib.mobject.mobject:Mobject.match_x	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	aligns the directed edge to the donor or point width coordinate
manimlib.mobject.mobject:Mobject.match_y	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	aligns the directed edge to the donor or point height coordinate
manimlib.mobject.mobject:Mobject.match_z	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	aligns the directed edge to the donor or point depth coordinate
manimlib.mobject.mobject:Mobject.move_to	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	lands the chosen edge on a donor or raw target
manimlib.mobject.mobject:Mobject.next_to	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	places beside a donor or raw point with buff along direction honoring aligned_edge and submobject alignment
manimlib.mobject.mobject:Mobject.note_changed_data	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	flags the receiver and recurses along real parent edges when asked
manimlib.mobject.mobject:Mobject.note_changed_family	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	honors the upward recursion contract while the engine derives family and boxes lazily from the live graph
manimlib.mobject.mobject:Mobject.pfp	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	abbreviation delegating to point_from_proportion
manimlib.mobject.mobject:Mobject.point_from_proportion	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	interpolates raw record rows by segment index and subalpha
manimlib.mobject.mobject:Mobject.pointlike_data_keys	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	names point as the one pointlike record key
manimlib.mobject.mobject:Mobject.pointwise_become_partial	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	base-class no-op exactly as the Reference documents with real partials in subclasses
manimlib.mobject.mobject:Mobject.push_self_into_submobjects	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	moves this mobject's own geometry into one cleared copy added beneath it
manimlib.mobject.mobject:Mobject.put_end_on	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts by the delta to the live end endpoint
manimlib.mobject.mobject:Mobject.put_start_and_end_on	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales rotates and shifts the run onto the segment with zero-length targets collapsing through min_scale_factor
manimlib.mobject.mobject:Mobject.put_start_on	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts by the delta to the live start endpoint
manimlib.mobject.mobject:Mobject.refresh_bounding_box	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	preserves the fluent cache-control surface while Marionette revision channels own exact downward and upward invalidation
manimlib.mobject.mobject:Mobject.refresh_has_updater_status	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	kept as the public protocol step since has_updaters walks the live family directly
manimlib.mobject.mobject:Mobject.refresh_shader_wrapper_id	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	kept as the public protocol step for the absent wrapper id
manimlib.mobject.mobject:Mobject.remove	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	detaches matching edges over the pre-edit family snapshot in parent and argument order while honoring recurse and the reassemble batching hint
manimlib.mobject.mobject:Mobject.remove_event_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	removes every value-equal registration from list and dispatcher
manimlib.mobject.mobject:Mobject.remove_key_press_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact key-press bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_key_release_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact key-release bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_mouse_drag_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact mouse-drag bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_mouse_motion_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact mouse-motion bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_mouse_press_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact mouse-press bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_mouse_release_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact mouse-release bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_mouse_scroll_listner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	targets the exact mouse-scroll bucket through listener equality
manimlib.mobject.mobject:Mobject.remove_updater	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	detaches every registration of the exact handler
manimlib.mobject.mobject:Mobject.render	excluded	OOT-ARBITRARY-GLSL	crates/fmn-python/tests/bridge.py	per-mobject moderngl rendering is owned by Lumen so the entry point refuses by capability name
manimlib.mobject.mobject:Mobject.render_primitive	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the familiar triangle-strip primitive identity without importing a renderer
manimlib.mobject.mobject:Mobject.replace	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	takes the donor place matching one dimension or stretching all three
manimlib.mobject.mobject:Mobject.replace_shader_code	excluded	OOT-ARBITRARY-GLSL	crates/fmn-python/tests/bridge.py	names the excluded shader-injection capability instead of admitting arbitrary GLSL
manimlib.mobject.mobject:Mobject.replace_submobject	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	swaps through the live list so parent back-edges reconcile before the family-change notification
manimlib.mobject.mobject:Mobject.replicate	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the class group holding n independent copies
manimlib.mobject.mobject:Mobject.rescale_to_fit	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	scales by the extent ratio with stretch selecting axis affine over uniform scale
manimlib.mobject.mobject:Mobject.resize_points	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	composes the caller-selected NumPy resize policy over Marionette fallible storage while preserving every subclass record lane and default row
manimlib.mobject.mobject:Mobject.restore	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	restores detached and bound saved-state families and preserves the exact missing-state refusal
manimlib.mobject.mobject:Mobject.resume_updating	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	resumes the family optionally firing once immediately
manimlib.mobject.mobject:Mobject.reverse_points	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	reverses every family member's record order
manimlib.mobject.mobject:Mobject.reverse_submobjects	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	reverses immediate child identity order and commits the same order into the native graph
manimlib.mobject.mobject:Mobject.rotate	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	turns through the deterministic rotation matrix about the resolved pivot
manimlib.mobject.mobject:Mobject.rotate_about_origin	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	origin-pivoted rotate spelling
manimlib.mobject.mobject:Mobject.save_state	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	stores an independent copy on saved_state linked to target
manimlib.mobject.mobject:Mobject.scale	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	scales about the center by default honoring about_point about_edge and the min_scale_factor collapse clamp
manimlib.mobject.mobject:Mobject.serialize	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the pickle payload over the portal's structural reduce
manimlib.mobject.mobject:Mobject.set_animating_status	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	covers the requested family and every ancestor so parents report changing while children animate
manimlib.mobject.mobject:Mobject.set_clip_plane	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes one vect threshold pair into the typed plane table
manimlib.mobject.mobject:Mobject.set_clip_planes	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	zeroes then fills the typed plane table from vect threshold pairs
manimlib.mobject.mobject:Mobject.set_color	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	paints the family recursing so subclass lane overrides stay observable
manimlib.mobject.mobject:Mobject.set_color_by_code	excluded	OOT-ARBITRARY-GLSL	crates/fmn-python/tests/bridge.py	names the excluded shader-injection capability instead of admitting arbitrary GLSL
manimlib.mobject.mobject:Mobject.set_color_by_gradient	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	preserves the pointful color-run branch and delegates point-free families to the native-backed submobject gradient
manimlib.mobject.mobject:Mobject.set_color_by_rgb_func	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	hstacks the callable rgb output with the opacity column into live rgba records
manimlib.mobject.mobject:Mobject.set_color_by_rgba_func	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes each pointful member's rgba records from the callable with point-free members as zero-row no-ops
manimlib.mobject.mobject:Mobject.set_color_by_xyz_func	excluded	OOT-ARBITRARY-GLSL	crates/fmn-python/tests/bridge.py	names the excluded shader-injection capability instead of admitting arbitrary GLSL
manimlib.mobject.mobject:Mobject.set_coord	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested coordinate by dimension
manimlib.mobject.mobject:Mobject.set_data	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	asserts dtype equality then resizes and copies the structured rows
manimlib.mobject.mobject:Mobject.set_depth	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales the depth dimension through the one rescale path
manimlib.mobject.mobject:Mobject.set_gloss	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes the second shading lane across the requested family
manimlib.mobject.mobject:Mobject.set_height	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales uniformly or stretches the height axis to the requested extent
manimlib.mobject.mobject:Mobject.set_max_depth	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clamps the depth only when the live extent exceeds the band
manimlib.mobject.mobject:Mobject.set_max_height	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clamps the height only when the live extent exceeds the band
manimlib.mobject.mobject:Mobject.set_max_width	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clamps the width only when the live extent exceeds the band
manimlib.mobject.mobject:Mobject.set_min_depth	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	floors the depth only when the live extent falls below the band
manimlib.mobject.mobject:Mobject.set_min_height	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	floors the height only when the live extent falls below the band
manimlib.mobject.mobject:Mobject.set_min_width	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	floors the width only when the live extent falls below the band
manimlib.mobject.mobject:Mobject.set_opacity	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rewrites alpha across the family preserving rgb
manimlib.mobject.mobject:Mobject.set_points	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	bakes pending placement resizes every record lane by proportional index and replaces the world-space point column
manimlib.mobject.mobject:Mobject.set_reflectiveness	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes the first shading lane across the requested family
manimlib.mobject.mobject:Mobject.set_rgba_array	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes raw style rows over the named record lane
manimlib.mobject.mobject:Mobject.set_rgba_array_by_color	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	interpolates color lists across records into the requested lane
manimlib.mobject.mobject:Mobject.set_shading	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	updates only the supplied lanes per family member through the typed uniform
manimlib.mobject.mobject:Mobject.set_shadow	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes the third shading lane across the requested family
manimlib.mobject.mobject:Mobject.set_shape	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	stretches each named extent through the stretch-mode setters in declaration order
manimlib.mobject.mobject:Mobject.set_submobject_colors_by_gradient	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	uses fmn-core RMS or Reference HSL interpolation and preserves zero one and empty-family edge behavior
manimlib.mobject.mobject:Mobject.set_submobjects	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	preserves clear-then-add ordering identity deduplication and the accepted-prefix result of a later Python refusal
manimlib.mobject.mobject:Mobject.set_uniform	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	updates named lanes per family member with array copies preserved
manimlib.mobject.mobject:Mobject.set_uniforms	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	updates one receiver's named lanes with array copies preserved
manimlib.mobject.mobject:Mobject.set_width	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales uniformly or stretches the width axis to the requested extent
manimlib.mobject.mobject:Mobject.set_x	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested width coordinate
manimlib.mobject.mobject:Mobject.set_y	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested height coordinate
manimlib.mobject.mobject:Mobject.set_z	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested depth coordinate
manimlib.mobject.mobject:Mobject.set_z_index	same	docs/RENDER_ORDER.md	crates/fmn-mobject/tests/render_order.rs	preserves the declared insertion-first render-order contract
manimlib.mobject.mobject:Mobject.shader_folder	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	carries the Reference's empty default folder string on the base class
manimlib.mobject.mobject:Mobject.shift	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	translates every point record with family-affine propagation
manimlib.mobject.mobject:Mobject.shift_onto_screen	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	checks top bottom left right in Reference order and forwards border options only when an edge exceeds the frame
manimlib.mobject.mobject:Mobject.shuffle	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	uses the Scene-seeded Python RNG and commits recursive child-first shuffles into live family order
manimlib.mobject.mobject:Mobject.sort	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	preserves stable default point ordering and both callback forms while committing the native child order
manimlib.mobject.mobject:Mobject.space_out_submobjects	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	scales the family around forwarded pivots then restores each immediate child's size around its own center
manimlib.mobject.mobject:Mobject.split	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the submobject list as the container protocol
manimlib.mobject.mobject:Mobject.stash_mobject_pointers	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	decorator nulls parents target and saved state around the wrapped call and restores them after
manimlib.mobject.mobject:Mobject.stretch	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	applies one axis factor about the box center
manimlib.mobject.mobject:Mobject.stretch_about_point	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	applies the axis affine factor anchored at the caller point
manimlib.mobject.mobject:Mobject.stretch_in_place	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	applies the axis affine factor about the box center
manimlib.mobject.mobject:Mobject.stretch_to_fit_depth	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the requested depth through the one rescale path
manimlib.mobject.mobject:Mobject.stretch_to_fit_height	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the requested height through the one rescale path
manimlib.mobject.mobject:Mobject.stretch_to_fit_width	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the requested width through the one rescale path
manimlib.mobject.mobject:Mobject.surround	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	wraps the donor box with the requested margin centered on it
manimlib.mobject.mobject:Mobject.suspend_updating	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	halts updater execution across the family
manimlib.mobject.mobject:Mobject.throw_error_if_no_points	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	raises with the immediate calling frame's name exactly as the Reference frame walk does
manimlib.mobject.mobject:Mobject.to_corner	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	align_on_border alias for diagonal corners
manimlib.mobject.mobject:Mobject.to_edge	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	align_on_border alias for frame edges
manimlib.mobject.mobject:Mobject.unfix_from_frame	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	releases the is-fixed-in-frame typed uniform across the requested family
manimlib.mobject.mobject:Mobject.unlock_data	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clears the data uniform and constant key sets across the family
manimlib.mobject.mobject:Mobject.update	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	runs family updaters in insertion order passing dt when declared unless suspended
manimlib.mobject.mobject:Mobject.wag	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	offsets point-carrying family members by normalized axis projection raised to wag_factor
manimlib.mobject.mobject:Point	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	is the authored one-record location mobject with artificial box extents over native records
manimlib.mobject.mobject:Point.__init__	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	installs artificial extents and the requested location record
manimlib.mobject.mobject:Point.get_bounding_box_point	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	collapses every direction to the location
manimlib.mobject.mobject:Point.get_height	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the artificial height extent
manimlib.mobject.mobject:Point.get_location	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns a copy of the live location record
manimlib.mobject.mobject:Point.get_width	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the artificial width extent
manimlib.mobject.mobject:Point.set_location	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rewrites the single record row to the requested location
manimlib.mobject.mobject:SubmobjectType	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	resolves the generic spelling into a real TypeVar carrying the Reference's name
manimlib.mobject.mobject:TypeVar	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical typing TypeVar factory the Reference imports
manimlib.mobject.mobject:_AnimationBuilder.__init__	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	binds the interceptor to its owning mobject with empty call state
manimlib.mobject.mobject:_AnimationBuilder.build	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	produces the method animation over the intercepted call chain
manimlib.mobject.mobject:_FunctionalUpdaterBuilder.__init__	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	binds the function-fed builder to its owner
manimlib.mobject.mobject:_UpdaterBuilder.__init__	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	binds the bound-method builder to its owner
manimlib.mobject.mobject:copy	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib copy module the Reference imports
manimlib.mobject.mobject:os	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib os module the Reference imports
manimlib.mobject.mobject:pickle	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib pickle module the Reference imports
manimlib.mobject.mobject:random	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib random module the Reference imports
manimlib.mobject.mobject:sys	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib sys module the Reference imports
manimlib.mobject.mobject:wraps	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical functools wraps decorator the Reference imports
manimlib.mobject.mobject_update_utils:always	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	registers a bound method as a per-frame updater with the supplied fixed arguments
manimlib.mobject.mobject_update_utils:always_redraw	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	builds a mobject from the callable and becomes a fresh rebuild every frame
manimlib.mobject.mobject_update_utils:always_rotate	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	adds a dt-scaled rotate updater with the declared rate and forwarded rotate kwargs
manimlib.mobject.mobject_update_utils:always_shift	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	adds a dt-scaled shift updater along the declared direction and rate
